# center_x,center_y,center_z,ext_x,ext_y,ext_z,quat_x,quat_y,quat_z,quat_w
-68.390007,5.195080,-80.269997,2.802126,5.198948,4.311531,-0.000000,1.000000,-0.000000,0.000000
-6.630005,5.195081,-70.470001,2.802127,5.198948,4.311531,-0.000000,0.622515,-0.000000,0.782608
-10.470034,5.195082,-54.114765,2.802127,5.198948,4.311531,-0.000000,0.622515,-0.000000,0.782608
-7.909990,5.195081,-65.018234,2.802127,5.198948,4.311531,-0.000000,0.622515,-0.000000,0.782608
-9.190002,5.195082,-59.566517,2.802127,5.198948,4.311531,-0.000000,0.622515,-0.000000,0.782608
-13.478315,5.195083,-40.670464,2.802126,5.198948,4.311531,-0.000000,-0.300706,0.000000,0.953717
-22.670015,5.195083,-47.070000,2.802126,5.198948,4.311531,-0.000000,-0.300706,0.000000,0.953717
-18.061296,5.195083,-43.888695,2.802126,5.198948,4.311531,-0.000000,-0.300706,0.000000,0.953717
32.970001,5.195081,-69.699997,2.802126,5.198948,4.311531,-0.000000,0.500000,-0.000000,0.866025
30.149992,5.195081,-64.860001,2.802126,5.198948,4.311531,-0.000000,0.500000,-0.000000,0.866025
26.190004,5.195082,-56.099998,2.802126,5.198948,4.311531,-0.000000,-0.294028,0.000000,0.955797
21.558302,5.195082,-59.247597,2.802126,5.198948,4.311531,-0.000000,-0.294028,0.000000,0.955797
12.294798,5.195081,-65.542679,2.802126,5.198948,4.311531,-0.000000,-0.294028,0.000000,0.955797
16.926500,5.195082,-62.395126,2.802126,5.198948,4.311531,-0.000000,-0.294028,0.000000,0.955797
9.343397,5.195083,-49.005219,2.802126,5.198948,4.311531,-0.000000,0.955551,-0.000000,0.294826
18.596529,5.195083,-42.694466,2.802126,5.198948,4.311531,-0.000000,0.955551,-0.000000,0.294826
13.969999,5.195083,-45.850014,2.802126,5.198948,4.311531,-0.000000,0.955551,-0.000000,0.294826
8.029085,5.195085,-25.622862,2.802126,5.198948,4.311531,-0.000000,-0.300706,0.000000,0.953717
3.446959,5.195084,-28.842348,2.802126,5.198948,4.311531,-0.000000,-0.300706,0.000000,0.953717
43.099991,7.548199,-5.880006,4.009696,7.548189,8.431078,-0.000000,-0.301754,0.000000,0.953386
49.500000,7.548199,-1.370010,4.009696,7.548189,8.431078,0.000000,-0.301756,0.000000,0.953385
36.565002,7.548198,-10.477204,4.009696,7.548189,8.431078,0.000000,-0.301756,0.000000,0.953385
30.030090,7.548198,-15.074616,4.009696,7.548189,8.431078,0.000000,-0.301756,0.000000,0.953385
57.180969,7.548193,-74.083611,4.009696,7.548189,8.431078,-0.000000,0.865915,-0.000000,-0.500191
41.213165,7.548195,-46.398369,4.009696,7.548189,8.431078,-0.000000,0.865915,-0.000000,-0.500191
53.189056,7.548194,-67.162376,4.009696,7.548189,8.431078,-0.000000,0.865915,-0.000000,-0.500191
45.205032,7.548195,-53.319633,4.009696,7.548189,8.431078,-0.000000,0.865915,-0.000000,-0.500191
49.197083,7.548194,-60.241020,4.009696,7.548189,8.431078,-0.000000,0.865915,-0.000000,-0.500191
33.519974,7.548197,-32.450005,4.009696,7.548189,8.431078,-0.000000,0.865915,-0.000000,-0.500191
25.536085,7.548198,-18.607332,4.009696,7.548189,8.431078,-0.000000,0.865915,-0.000000,-0.500191
29.527967,7.548197,-25.528605,4.009696,7.548189,8.431078,-0.000000,0.865915,-0.000000,-0.500191
13.149995,7.548200,10.429992,4.009696,7.548189,8.431078,0.000000,0.955228,-0.000000,0.295870
6.559021,7.548200,5.913665,4.009696,7.548189,8.431078,0.000000,0.955228,-0.000000,0.295870
32.172607,7.548201,23.794098,4.009696,7.548189,8.431078,-0.000000,0.955150,-0.000000,0.296121
25.720001,7.548201,19.359999,4.009696,7.548189,8.431078,0.000000,0.955150,-0.000000,0.296123
38.761444,7.548201,28.313902,4.009696,7.548189,8.431078,0.000000,0.955150,-0.000000,0.296123
45.350098,7.548202,32.833694,4.009696,7.548189,8.431078,0.000000,0.955150,-0.000000,0.296123
-48.551693,5.938281,-37.305855,4.000000,5.938272,4.622558,-0.000000,0.953981,-0.000000,0.299867
-68.204071,5.938280,-51.009987,4.000000,5.938272,4.622558,-0.000000,0.953981,-0.000000,0.299867
-55.112888,5.938280,-41.882912,4.000000,5.938272,4.622558,-0.000000,0.953981,-0.000000,0.299867
-61.642887,5.938280,-46.432915,4.000000,5.938272,4.622558,-0.000000,0.953981,-0.000000,0.299867
-22.992886,5.938282,-19.582911,4.000000,5.938272,4.622558,-0.000000,0.953981,-0.000000,0.299867
-16.454075,5.938282,-15.009990,4.000000,5.938272,4.622558,-0.000000,0.953981,-0.000000,0.299867
-29.554089,5.938282,-24.159998,4.000000,5.938272,4.622558,-0.000000,0.953981,-0.000000,0.299867
-9.892887,5.938282,-10.432918,4.000000,5.938272,4.622558,-0.000000,0.953981,-0.000000,0.299867
-49.218204,5.938282,-24.137848,4.000000,5.938272,4.622559,-0.000000,-0.301216,0.000000,0.953556
-68.863113,5.938281,-37.924751,4.000000,5.938272,4.622559,-0.000000,-0.301216,0.000000,0.953556
-55.766514,5.938281,-28.733482,4.000000,5.938272,4.622559,-0.000000,-0.301216,0.000000,0.953556
-62.314816,5.938281,-33.329117,4.000000,5.938272,4.622559,-0.000000,-0.301216,0.000000,0.953556
-10.311579,5.938283,3.103424,4.000000,5.938272,4.622559,-0.000000,-0.301216,0.000000,0.953556
-29.956491,5.938282,-10.683472,4.000000,5.938272,4.622559,-0.000000,-0.301216,0.000000,0.953556
-16.859888,5.938283,-1.492204,4.000000,5.938272,4.622559,-0.000000,-0.301216,0.000000,0.953556
-23.408197,5.938283,-6.087845,4.000000,5.938272,4.622559,-0.000000,-0.301216,0.000000,0.953556
-17.612888,5.938284,17.117086,4.000000,5.938272,4.622558,-0.000000,0.953981,-0.000000,0.299867
-30.702885,5.938284,7.987081,4.000000,5.938272,4.622558,-0.000000,0.953981,-0.000000,0.299867
-24.174076,5.938284,12.540013,4.000000,5.938272,4.622558,-0.000000,0.953981,-0.000000,0.299867
-28.833246,5.938286,35.671028,4.000000,5.938272,4.622559,-0.000000,0.493918,-0.000000,0.869509
-24.736544,5.938285,28.799448,4.000000,5.938272,4.622559,-0.000000,0.493918,-0.000000,0.869509
-11.062454,5.938286,37.113331,4.000001,5.938272,4.622559,0.000000,0.868015,-0.000000,-0.496538
-15.117630,5.938287,44.009434,4.000001,5.938272,4.622559,0.000000,0.868015,-0.000000,-0.496538
1.732053,5.938286,30.597158,4.000000,5.938272,4.622558,-0.000000,0.953981,-0.000000,0.299867
-4.829136,5.938285,26.020086,4.000000,5.938272,4.622558,-0.000000,0.953981,-0.000000,0.299867
20.756811,5.938287,43.996857,4.000000,5.938272,4.622558,-0.000000,0.954096,-0.000000,0.299500
14.191855,5.938286,39.424728,4.000000,5.938272,4.622558,-0.000000,0.954096,-0.000000,0.299500
27.306814,5.938287,48.576874,4.000000,5.938272,4.622558,-0.000000,0.954096,-0.000000,0.299500
-68.766914,6.288104,-0.981408,6.486025,6.288092,6.402713,-0.000000,-0.301647,0.000000,0.953420
-61.418472,6.288103,-11.432144,6.486025,6.288092,6.402713,-0.000000,0.953420,-0.000000,0.301647
-58.217590,6.288104,6.436248,6.486025,6.288092,6.402713,-0.000000,-0.301647,0.000000,0.953420
-50.869148,6.288103,-4.014533,6.486025,6.288092,6.402713,-0.000000,0.953420,-0.000000,0.301647
-95.000000,3.836790,-15.000000,6.158504,3.844840,4.859507,-0.000000,0.707107,-0.000000,0.707107
-110.000000,3.836789,-20.000000,6.158504,3.844840,4.859508,-0.000000,-0.707107,0.000000,0.707107
-95.000000,3.836788,-35.000000,6.158504,3.844840,4.859507,-0.000000,0.707107,-0.000000,0.707107
-110.000000,3.836786,-60.000000,6.158504,3.844840,4.859508,-0.000000,-0.707107,0.000000,0.707107
-95.000000,3.836787,-55.000000,6.158504,3.844840,4.859507,-0.000000,0.707107,-0.000000,0.707107
-110.000000,3.836788,-40.000000,6.158504,3.844840,4.859508,-0.000000,-0.707107,0.000000,0.707107
-143.600006,3.840818,-21.000000,10.577620,3.840811,6.309573,-0.000000,0.707107,-0.000000,0.707107
-143.600006,3.840815,-60.000000,10.577620,3.840811,6.309573,-0.000000,0.707107,-0.000000,0.707107
20.000000,0.001001,-135.000000,30.000000,0.000000,15.000000,-0.000000,0.000000,0.000000,1.000000
-126.500000,0.001009,-25.000000,10.000000,0.000000,15.000000,-0.000000,0.000000,0.000000,1.000000
-126.500000,0.001007,-55.000000,10.000000,0.000000,15.000000,-0.000000,0.000000,0.000000,1.000000
50.500000,10.000001,-140.000000,0.500000,9.999999,9.999999,-0.000000,0.000000,0.000000,1.000000
50.500000,10.000012,40.000000,0.500000,9.999999,9.999999,-0.000000,0.000000,0.000000,1.000000
50.500000,10.000010,20.000000,0.500000,9.999999,9.999999,-0.000000,0.000000,0.000000,1.000000
50.500000,10.000011,0.000000,0.500000,9.999999,9.999999,-0.000000,0.000000,0.000000,1.000000
50.500000,10.000010,-20.000000,0.500000,9.999999,9.999999,-0.000000,0.000000,0.000000,1.000000
50.500000,10.000009,-40.000000,0.500000,9.999999,9.999999,-0.000000,0.000000,0.000000,1.000000
50.500000,10.000007,-60.000000,0.500000,9.999999,9.999999,-0.000000,0.000000,0.000000,1.000000
50.500000,10.000006,-80.000000,0.500000,9.999999,9.999999,-0.000000,0.000000,0.000000,1.000000
50.500000,10.000004,-100.000000,0.500000,9.999999,9.999999,-0.000000,0.000000,0.000000,1.000000
50.500000,10.000000,-120.000000,0.500000,9.999999,9.999999,-0.000000,0.000000,0.000000,1.000000
-140.000000,10.000015,50.500000,9.999999,9.999999,0.500000,-0.000000,0.000000,0.000000,1.000000
40.000000,10.000015,50.500000,9.999999,9.999999,0.500000,-0.000000,0.000000,0.000000,1.000000
20.000000,10.000015,50.500000,9.999999,9.999999,0.500000,-0.000000,0.000000,0.000000,1.000000
0.000000,10.000015,50.500000,9.999999,9.999999,0.500000,-0.000000,0.000000,0.000000,1.000000
-20.000000,10.000015,50.500000,9.999999,9.999999,0.500000,-0.000000,0.000000,0.000000,1.000000
-40.000000,10.000015,50.500000,9.999999,9.999999,0.500000,-0.000000,0.000000,0.000000,1.000000
-60.000000,10.000015,50.500000,9.999999,9.999999,0.500000,-0.000000,0.000000,0.000000,1.000000
-80.000000,10.000015,50.500000,9.999999,9.999999,0.500000,-0.000000,0.000000,0.000000,1.000000
-100.000000,10.000015,50.500000,9.999999,9.999999,0.500000,-0.000000,0.000000,0.000000,1.000000
-120.000000,10.000015,50.500000,9.999999,9.999999,0.500000,-0.000000,0.000000,0.000000,1.000000
-150.500000,10.000001,-140.000000,0.500000,9.999999,9.999999,-0.000000,0.000000,0.000000,1.000000
-150.500000,10.000012,40.000000,0.500000,9.999999,9.999999,-0.000000,0.000000,0.000000,1.000000
-150.500000,10.000010,20.000000,0.500000,9.999999,9.999999,-0.000000,0.000000,0.000000,1.000000
-150.500000,10.000011,0.000000,0.500000,9.999999,9.999999,-0.000000,0.000000,0.000000,1.000000
-150.500000,10.000010,-20.000000,0.500000,9.999999,9.999999,-0.000000,0.000000,0.000000,1.000000
-150.500000,10.000009,-40.000000,0.500000,9.999999,9.999999,-0.000000,0.000000,0.000000,1.000000
-150.500000,10.000007,-60.000000,0.500000,9.999999,9.999999,-0.000000,0.000000,0.000000,1.000000
-150.500000,10.000006,-80.000000,0.500000,9.999999,9.999999,-0.000000,0.000000,0.000000,1.000000
-150.500000,10.000004,-100.000000,0.500000,9.999999,9.999999,-0.000000,0.000000,0.000000,1.000000
-150.500000,10.000000,-120.000000,0.500000,9.999999,9.999999,-0.000000,0.000000,0.000000,1.000000
-140.000000,10.000000,-150.500000,9.999999,9.999999,0.500000,-0.000000,0.000000,0.000000,1.000000
40.000000,10.000000,-150.500000,9.999999,9.999999,0.500000,-0.000000,0.000000,0.000000,1.000000
20.000000,10.000000,-150.500000,9.999999,9.999999,0.500000,-0.000000,0.000000,0.000000,1.000000
0.000000,10.000000,-150.500000,9.999999,9.999999,0.500000,-0.000000,0.000000,0.000000,1.000000
-20.000000,10.000000,-150.500000,9.999999,9.999999,0.500000,-0.000000,0.000000,0.000000,1.000000
-40.000000,10.000000,-150.500000,9.999999,9.999999,0.500000,-0.000000,0.000000,0.000000,1.000000
-60.000000,10.000000,-150.500000,9.999999,9.999999,0.500000,-0.000000,0.000000,0.000000,1.000000
-80.000000,10.000000,-150.500000,9.999999,9.999999,0.500000,-0.000000,0.000000,0.000000,1.000000
-100.000000,10.000000,-150.500000,9.999999,9.999999,0.500000,-0.000000,0.000000,0.000000,1.000000
-120.000000,10.000000,-150.500000,9.999999,9.999999,0.500000,-0.000000,0.000000,0.000000,1.000000
-99.309998,3.304503,-135.760010,16.173460,3.304502,12.188807,-0.000000,0.000000,0.000000,1.000000
-71.707245,4.444962,-132.477371,10.496256,4.444962,16.300783,-0.000000,0.000000,0.000000,1.000000
-57.200005,1.448819,-147.119995,2.877377,1.448820,0.183060,-0.000000,0.707107,-0.000000,0.707107
-57.200005,1.448823,-101.160004,2.877377,1.448820,0.183060,-0.000000,0.707107,-0.000000,0.707107
-57.200005,1.448822,-106.900002,2.877377,1.448820,0.183060,-0.000000,0.707107,-0.000000,0.707107
-57.200005,1.448822,-112.639999,2.877377,1.448820,0.183060,-0.000000,0.707107,-0.000000,0.707107
-57.200005,1.448821,-118.380005,2.877377,1.448820,0.183060,-0.000000,0.707107,-0.000000,0.707107
-57.200005,1.448821,-124.120003,2.877377,1.448820,0.183060,-0.000000,0.707107,-0.000000,0.707107
-57.200005,1.448820,-129.899994,2.877377,1.448820,0.183060,-0.000000,0.707107,-0.000000,0.707107
-57.200005,1.448820,-135.639999,2.877377,1.448820,0.183060,-0.000000,0.707107,-0.000000,0.707107
-57.200005,1.448820,-141.380005,2.877377,1.448820,0.183060,-0.000000,0.707107,-0.000000,0.707107
-59.870003,1.448823,-98.384003,2.877377,1.448820,0.183060,-0.000000,0.000000,0.000000,1.000000
-100.050003,1.448823,-98.384003,2.877377,1.448820,0.183060,-0.000000,0.000000,0.000000,1.000000
-94.309998,1.448823,-98.384003,2.877377,1.448820,0.183060,-0.000000,0.000000,0.000000,1.000000
-88.570000,1.448823,-98.384003,2.877377,1.448820,0.183060,-0.000000,0.000000,0.000000,1.000000
-82.830002,1.448823,-98.384003,2.877377,1.448820,0.183060,-0.000000,0.000000,0.000000,1.000000
-77.089996,1.448823,-98.384003,2.877377,1.448820,0.183060,-0.000000,0.000000,0.000000,1.000000
-71.349998,1.448823,-98.384003,2.877377,1.448820,0.183060,-0.000000,0.000000,0.000000,1.000000
-65.610001,1.448823,-98.384003,2.877377,1.448820,0.183060,-0.000000,0.000000,0.000000,1.000000
-105.169998,1.448823,-100.010002,2.877377,1.448820,0.183060,-0.000000,-0.300706,0.000000,0.953717
-147.600006,1.448820,-129.800003,2.877377,1.448820,0.183060,-0.000000,-0.300706,0.000000,0.953717
-142.899994,1.448821,-126.500000,2.877377,1.448820,0.183060,-0.000000,-0.300706,0.000000,0.953717
-138.199997,1.448821,-123.199997,2.877377,1.448820,0.183060,-0.000000,-0.300706,0.000000,0.953717
-133.500000,1.448821,-119.900002,2.877377,1.448820,0.183060,-0.000000,-0.300706,0.000000,0.953717
-128.800003,1.448821,-116.599998,2.877377,1.448820,0.183060,-0.000000,-0.300706,0.000000,0.953717
-124.099998,1.448822,-113.300003,2.877377,1.448820,0.183060,-0.000000,-0.300706,0.000000,0.953717
-109.870003,1.448822,-103.309998,2.877377,1.448820,0.183060,-0.000000,-0.300706,0.000000,0.953717
-43.337006,1.599850,35.712982,2.843224,1.599838,0.225425,-0.000000,0.707107,-0.000000,0.707107
-43.337006,1.599852,52.513000,2.843224,1.599838,0.225425,-0.000000,0.707107,-0.000000,0.707107
-43.337006,1.599851,46.912979,2.843224,1.599838,0.225425,-0.000000,0.707107,-0.000000,0.707107
-43.337006,1.599851,41.313004,2.843224,1.599838,0.225425,-0.000000,0.707107,-0.000000,0.707107
-45.550003,1.599850,31.449997,2.843224,1.599838,0.225425,-0.000000,-0.300706,0.000000,0.953717
-86.834167,1.599848,2.541108,2.843224,1.599838,0.225425,-0.000000,-0.300706,0.000000,0.953717
-82.247040,1.599848,5.753205,2.843224,1.599838,0.225425,-0.000000,-0.300706,0.000000,0.953717
-77.659912,1.599848,8.965303,2.843224,1.599838,0.225425,-0.000000,-0.300706,0.000000,0.953717
-73.072777,1.599849,12.177401,2.843224,1.599838,0.225425,-0.000000,-0.300706,0.000000,0.953717
-68.485649,1.599849,15.389498,2.843224,1.599838,0.225425,-0.000000,-0.300706,0.000000,0.953717
-63.898529,1.599849,18.601593,2.843224,1.599838,0.225425,-0.000000,-0.300706,0.000000,0.953717
-50.137131,1.599850,28.237885,2.843224,1.599838,0.225425,-0.000000,-0.300706,0.000000,0.953717
-91.740005,1.599848,0.979996,2.843224,1.599838,0.225425,-0.000000,0.000000,0.000000,1.000000
-147.739990,1.599848,0.979996,2.843224,1.599838,0.225425,-0.000000,0.000000,0.000000,1.000000
-142.139999,1.599848,0.979996,2.843224,1.599838,0.225425,-0.000000,0.000000,0.000000,1.000000
-136.540009,1.599848,0.979996,2.843224,1.599838,0.225425,-0.000000,0.000000,0.000000,1.000000
-130.940002,1.599848,0.979996,2.843224,1.599838,0.225425,-0.000000,0.000000,0.000000,1.000000
-125.339996,1.599848,0.979996,2.843224,1.599838,0.225425,-0.000000,0.000000,0.000000,1.000000
-119.739998,1.599848,0.979996,2.843224,1.599838,0.225425,-0.000000,0.000000,0.000000,1.000000
-114.139999,1.599848,0.979996,2.843224,1.599838,0.225425,-0.000000,0.000000,0.000000,1.000000
-108.540001,1.599848,0.979996,2.843224,1.599838,0.225425,-0.000000,0.000000,0.000000,1.000000
-107.699997,1.502677,5.500000,1.501094,1.502665,4.510363,-0.000000,0.000000,0.000000,1.000000
-107.699997,1.502677,14.500000,1.501094,1.502665,4.510363,-0.000000,0.000000,0.000000,1.000000
-135.550003,1.502677,8.500000,1.501094,1.502665,4.510363,-0.000000,0.707107,-0.000000,0.707107
-126.550003,1.502677,15.500000,1.501094,1.502665,4.510363,-0.000000,0.707107,-0.000000,0.707107
-117.550003,1.502677,8.500000,1.501094,1.502665,4.510363,-0.000000,0.707107,-0.000000,0.707107
-126.550003,1.502677,8.500000,1.501094,1.502665,4.510363,-0.000000,0.707107,-0.000000,0.707107
-141.500000,1.502677,11.500000,1.501094,1.502665,4.510363,-0.000000,0.000000,0.000000,1.000000
-130.500000,1.502678,22.500000,1.501094,1.502665,4.510363,-0.000000,0.707107,-0.000000,0.707107
-136.449997,1.502678,19.500000,1.501094,1.502665,4.510363,-0.000000,0.000000,0.000000,1.000000
-115.500000,1.502678,22.500000,1.501094,1.502665,4.510363,-0.000000,0.707107,-0.000000,0.707107
-112.500000,1.502679,29.500000,1.501094,1.502665,4.510363,-0.000000,0.707107,-0.000000,0.707107
-121.500000,1.502678,25.649994,1.501094,1.502665,4.510363,-0.000000,0.000000,0.000000,1.000000
-119.500000,1.502679,38.500000,1.501094,1.502665,4.510363,-0.000000,0.707107,-0.000000,0.707107
-100.500000,1.502680,45.000000,1.501094,1.502665,4.510363,-0.000000,0.000000,0.000000,1.000000
-100.500000,1.502679,36.000000,1.501094,1.502665,4.510363,-0.000000,0.000000,0.000000,1.000000
-110.500000,1.502679,39.500000,1.501094,1.502665,4.510363,-0.000000,0.707107,-0.000000,0.707107
-128.000000,1.502680,45.000000,1.501094,1.502665,4.510363,-0.000000,0.000000,0.000000,1.000000
-145.500000,1.502679,34.500000,1.501094,1.502665,4.510363,-0.000000,0.707107,-0.000000,0.707107
-90.500000,1.502679,42.500000,1.501094,1.502665,4.510363,-0.000000,0.000000,0.000000,1.000000
-87.500000,1.502679,42.500000,1.501094,1.502665,4.510363,-0.000000,0.000000,0.000000,1.000000
-80.500000,1.502679,42.500000,1.501094,1.502665,4.510363,-0.000000,0.000000,0.000000,1.000000
-77.500000,1.502679,42.500000,1.501094,1.502665,4.510363,-0.000000,0.000000,0.000000,1.000000
-70.500000,1.502679,42.500000,1.501094,1.502665,4.510363,-0.000000,0.000000,0.000000,1.000000
-67.500000,1.502679,42.500000,1.501094,1.502665,4.510363,-0.000000,0.000000,0.000000,1.000000
-60.500000,1.502679,42.500000,1.501094,1.502665,4.510363,-0.000000,0.000000,0.000000,1.000000
-57.500000,1.502679,42.500000,1.501094,1.502665,4.510363,-0.000000,0.000000,0.000000,1.000000
-50.500000,1.502679,42.500000,1.501094,1.502665,4.510363,-0.000000,0.000000,0.000000,1.000000
-47.500000,1.502679,42.500000,1.501094,1.502665,4.510363,-0.000000,0.000000,0.000000,1.000000
-90.500000,1.502678,27.500000,1.501094,1.502665,4.510363,-0.000000,0.000000,0.000000,1.000000
-87.500000,1.502678,27.500000,1.501094,1.502665,4.510363,-0.000000,0.000000,0.000000,1.000000
-80.500000,1.502678,27.500000,1.501094,1.502665,4.510363,-0.000000,0.000000,0.000000,1.000000
-77.500000,1.502678,27.500000,1.501094,1.502665,4.510363,-0.000000,0.000000,0.000000,1.000000
-70.500000,1.502678,27.500000,1.501094,1.502665,4.510363,-0.000000,0.000000,0.000000,1.000000
-67.500000,1.502678,27.500000,1.501094,1.502665,4.510363,-0.000000,0.000000,0.000000,1.000000
-90.500000,1.502677,12.500000,1.501094,1.502665,4.510363,-0.000000,0.000000,0.000000,1.000000
-87.500000,1.502677,12.500000,1.501094,1.502665,4.510363,-0.000000,0.000000,0.000000,1.000000
-1.611102,1.369393,-80.399460,1.886802,1.376022,3.864320,-0.000000,0.258819,-0.000000,0.965926
18.518637,1.369392,-93.351318,1.886802,1.376022,3.864319,-0.000000,0.675590,-0.000000,0.737277
-0.148438,1.369397,-17.020477,1.886802,1.376022,3.864320,-0.000000,-0.173648,0.000000,0.984808
